league,season,player_id,player_name,team_title,position,games,time,goals,assists,npg,xG_percentage,xA_percentage,npxG_percentage,shots,missed_shots,key_passes,yellow_cards,red_cards
bundesliga,2015-2016,227,Robert Lewandowski,Bayern Munich,F S,32,2654,30,2,28,48.3520952003048,5.870442752133351,45.77746204756185,152,122,22,2,0
bundesliga,2015-2016,318,Pierre-Emerick Aubameyang,Borussia Dortmund,F M S,31,2476,25,5,22,47.053001715998896,10.953376022929914,41.99362226107118,118,93,28,4,0
bundesliga,2015-2016,224,Thomas Müller,Bayern Munich,F M S,31,2347,20,5,15,45.896309479849535,20.105568278563204,33.998122241587254,94,74,60,4,0
bundesliga,2015-2016,191,Chicharito,Bayer Leverkusen,F S,28,2178,17,2,16,44.06077063894703,14.572717938461524,41.36651142259146,64,47,28,6,0
bundesliga,2015-2016,137,Anthony Modeste,FC Cologne,F S,34,2878,15,3,12,50.416144083299294,7.870566029349857,41.71328988735085,110,95,19,4,0
bundesliga,2015-2016,11,Sandro Wagner,Darmstadt,F S,32,2475,14,4,12,47.59929656520143,14.851289304119364,37.54941413067921,87,73,28,8,1
bundesliga,2015-2016,26,Salomon Kalou,Hertha Berlin,F M S,32,2546,14,2,12,48.31416499015623,10.897036644161751,40.78879836568203,55,41,21,2,0
bundesliga,2015-2016,122,Claudio Pizarro,Werder Bremen,F M S,28,1740,14,3,9,54.14384286039757,13.433870077209608,32.42228706239281,46,32,30,3,0
bundesliga,2015-2016,210,Raffael,Borussia M.Gladbach,F S,31,2692,13,10,12,40.77773450190378,21.278036679786645,37.94422881830957,70,57,57,2,0
bundesliga,2015-2016,300,Daniel Didavi,VfB Stuttgart,F M S,31,2447,13,3,11,45.435622454256865,15.312407383373335,39.2519701623698,95,82,41,8,1
bundesliga,2015-2016,319,Marco Reus,Borussia Dortmund,F M S,26,1930,12,3,11,40.78949179575973,23.719737486184336,35.49077071805592,63,51,45,2,0
bundesliga,2015-2016,340,Klaas-Jan Huntelaar,Schalke 04,F S,31,2485,12,3,10,48.25489271627232,14.656092473962959,37.08901480976471,72,60,26,2,0
bundesliga,2015-2016,356,Alexander Meier,Eintracht Frankfurt,F M,19,1658,12,1,11,46.38539257739481,11.744822355280958,41.86978506732423,49,37,17,0,1
bundesliga,2015-2016,362,Moritz Hartmann,Ingolstadt,F S,30,2015,12,1,4,63.04652833743536,4.728005255938218,32.225466406626424,53,41,20,4,0
bundesliga,2015-2016,45,Yunus Malli,Mainz 05,F M S,34,2802,11,4,10,37.87631888853839,27.10689599943807,35.01678511202354,64,53,43,0,0
bundesliga,2015-2016,119,Anthony Ujah,Werder Bremen,F S,32,2327,11,2,11,46.04691662149633,10.713167049925437,43.23991632857824,68,57,27,2,0
bundesliga,2015-2016,317,Henrikh Mkhitaryan,Borussia Dortmund,F M S,31,2578,11,15,11,29.57142867398584,40.85714265202831,29.57142867398584,81,70,83,5,0
bundesliga,2015-2016,29,Vedad Ibisevic,Hertha Berlin,F S,26,2099,10,4,10,45.12851446276456,9.742971074470884,45.12851446276456,62,52,22,5,1
bundesliga,2015-2016,154,André Schürrle,Wolfsburg,F M S,29,1911,9,3,9,41.21043114119279,17.579137717614408,41.21043114119279,69,60,20,5,0
bundesliga,2015-2016,170,Nicolai Müller,Hamburger SV,M S,29,2178,9,5,9,35.97409852996573,28.051802940068544,35.97409852996573,37,28,28,6,0
bundesliga,2015-2016,261,Julian Brandt,Bayer Leverkusen,F M S,29,1623,9,3,9,35.87426561201697,28.251468775966064,35.87426561201697,30,21,34,0,0
bundesliga,2015-2016,321,Shinji Kagawa,Borussia Dortmund,F M S,29,2178,9,7,9,34.68330296207816,30.63339407584368,34.68330296207816,31,22,41,2,0
bundesliga,2015-2016,324,Adrián Ramos,Borussia Dortmund,F M S,27,926,9,4,9,44.48574734189085,11.028505316218293,44.48574734189085,37,28,12,0,0
bundesliga,2015-2016,83,Kevin Volland,Hoffenheim,F M S,33,2733,8,7,6,40.53499832032183,30.854841820436345,28.61015985924183,64,56,44,8,0
bundesliga,2015-2016,88,Mark Uth,Hoffenheim,F M S,25,1400,8,1,8,44.95353228737623,10.092935425247537,44.95353228737623,35,27,15,2,0
bundesliga,2015-2016,115,Fin Bartels,Werder Bremen,D F M S,30,2073,8,1,8,41.83385437052215,16.332291258955728,41.83385437052215,43,35,25,5,1
bundesliga,2015-2016,158,Bas Dost,Wolfsburg,F S,22,1361,8,2,7,45.204538953776776,13.862520657602476,40.93294038862075,40,32,13,0,0
bundesliga,2015-2016,173,Pierre-Michel Lasogga,Hamburger SV,F S,30,1747,8,2,6,45.94951615708387,17.531848834999153,36.51863500791698,53,45,18,5,0
bundesliga,2015-2016,337,Leroy Sané,Schalke 04,F M S,33,2315,8,6,8,36.60068732289595,26.798625354208106,36.60068732289595,68,60,28,4,0
bundesliga,2015-2016,412,André Hahn,Borussia M.Gladbach,F S,15,738,8,1,7,46.048094410077475,18.673766658660142,35.27813893126239,26,18,7,1,0
bundesliga,2015-2016,4,Aytac Sulu,Darmstadt,D,33,2970,7,0,7,42.75998362205128,14.480032755897446,42.75998362205128,21,14,10,6,0
bundesliga,2015-2016,46,Jairo Samperio,Mainz 05,F M S,31,2312,7,5,7,31.82994677497649,36.34010645004702,31.82994677497649,39,32,32,5,0
bundesliga,2015-2016,47,Yoshinori Muto,Mainz 05,F S,20,1499,7,2,7,46.35082948582884,7.298341028342323,46.35082948582884,34,27,14,2,0
bundesliga,2015-2016,208,Lars Stindl,Borussia M.Gladbach,F M S,30,2598,7,8,7,39.00407252444633,25.036251218080924,35.959676257472736,67,60,54,5,0
bundesliga,2015-2016,349,Artur Sobiech,Hannover 96,F S,25,1633,7,0,7,44.46880217926791,11.06239564146417,44.46880217926791,31,24,20,3,0
bundesliga,2015-2016,2655,Alfred Finnbogason,Augsburg,F S,14,1137,7,1,6,50.95565997698138,4.185143856157933,44.859196166860684,33,26,14,3,0
bundesliga,2015-2016,6,Marcel Heller,Darmstadt,M,33,2938,6,5,6,34.421367949666035,31.15726410066793,34.421367949666035,32,26,29,7,0
bundesliga,2015-2016,65,Timo Werner,VfB Stuttgart,F M S,33,2201,6,3,6,44.52673092569617,10.946538148607662,44.52673092569617,64,58,21,0,0
bundesliga,2015-2016,139,Simon Zoller,FC Cologne,F M S,24,1222,6,1,6,41.887625738300486,16.224748523399008,41.887625738300486,30,24,9,4,0
bundesliga,2015-2016,155,Max Kruse,Wolfsburg,F M S,32,2433,6,6,6,39.11848558105951,21.76302883788098,39.11848558105951,61,55,55,3,0
bundesliga,2015-2016,186,Karim Bellarabi,Bayer Leverkusen,F M S,33,2608,6,11,6,32.191285457254914,35.61742908549017,32.191285457254914,73,67,44,5,0
bundesliga,2015-2016,242,Lukas Hinterseer,Ingolstadt,F S,28,1721,6,0,5,49.13995526022732,8.893198642458437,41.96684609731424,30,24,14,3,0
bundesliga,2015-2016,264,Paul Verhaegh,Augsburg,D M,25,2199,6,2,0,75.556229010567,17.40411719026236,7.039653799170652,10,4,16,8,0
bundesliga,2015-2016,327,Fabian Johnson,Borussia M.Gladbach,M S,26,2163,6,4,6,38.264841639813326,23.470316720373347,38.264841639813326,26,20,28,2,0
bundesliga,2015-2016,339,Eric Maxim Choupo-Moting,Schalke 04,F M S,28,1863,6,2,6,36.13664253624154,27.726714927516927,36.13664253624154,50,44,35,1,0
bundesliga,2015-2016,27,Vladimir Darida,Hertha Berlin,F M S,31,2601,5,2,5,31.90041671317294,36.19916657365411,31.90041671317294,41,36,35,6,0
bundesliga,2015-2016,48,Jhon Córdoba,Mainz 05,F S,22,1389,5,2,5,43.882784073524896,12.234431852950216,43.882784073524896,30,25,10,2,0
bundesliga,2015-2016,49,Christian Clemens,Mainz 05,F M S,28,1722,5,3,5,33.86350002626878,32.27299994746243,33.86350002626878,44,39,30,1,0
bundesliga,2015-2016,60,Christian Gentner,VfB Stuttgart,M,29,2499,5,2,5,39.28481058905812,21.43037882188377,39.28481058905812,45,40,27,3,0
bundesliga,2015-2016,62,Lukas Rupp,VfB Stuttgart,M S,29,2107,5,4,5,32.863013240472206,34.27397351905559,32.863013240472206,39,34,38,4,0
bundesliga,2015-2016,64,Filip Kostic,VfB Stuttgart,M,30,2608,5,5,4,24.526918733924372,54.801082632140165,20.671998633935463,49,44,79,5,0
bundesliga,2015-2016,171,Michael Gregoritsch,Hamburger SV,F M S,25,1432,5,2,5,44.071761682127494,11.856476635745011,44.071761682127494,51,46,19,6,0
bundesliga,2015-2016,190,Stefan Kießling,Bayer Leverkusen,F S,30,1880,5,3,5,43.385060061925664,13.22987987614867,43.385060061925664,41,36,14,1,0
bundesliga,2015-2016,205,Mahmoud Dahoud,Borussia M.Gladbach,M S,32,2089,5,8,5,28.70730520512783,42.58538958974434,28.70730520512783,39,34,31,4,0
bundesliga,2015-2016,338,Max Meyer,Schalke 04,M S,32,2331,5,6,5,35.459160463264574,29.081679073470855,35.459160463264574,46,41,45,4,0
bundesliga,2015-2016,396,Hiroshi Kiyotake,Hannover 96,F M S,21,1763,5,6,3,33.308257636217256,50.32019511496135,16.371547248821386,28,23,60,0,0
bundesliga,2015-2016,956,Andrej Kramaric,Hoffenheim,F M S,15,1086,5,2,4,52.057638333522746,8.90795991580834,39.03440175066891,42,37,9,0,1
bundesliga,2015-2016,44,Pablo De Blasis,Mainz 05,M S,26,1646,4,4,4,35.23254177066088,29.534916458678246,35.23254177066088,32,28,23,1,0
bundesliga,2015-2016,81,Jonathan Schmid,Hoffenheim,F M S,23,1455,4,0,4,37.424059041491574,25.15188191701685,37.424059041491574,20,16,24,1,0
bundesliga,2015-2016,82,Nadiem Amiri,Hoffenheim,F M S,25,1454,4,4,4,35.29041813664816,29.41916372670369,35.29041813664816,38,34,34,4,0
bundesliga,2015-2016,172,Ivo Ilicevic,Hamburger SV,F M S,31,2156,4,2,4,41.72495972441154,16.55008055117691,41.72495972441154,44,40,25,3,0
bundesliga,2015-2016,202,Håvard Nordtveit,Borussia M.Gladbach,D M S,31,2449,4,1,4,32.29183801477241,35.416323970455174,32.29183801477241,23,19,9,4,0
bundesliga,2015-2016,213,Thorgan Hazard,Borussia M.Gladbach,F M S,29,1652,4,3,4,39.289974807638814,21.420050384722362,39.289974807638814,45,41,36,4,0
bundesliga,2015-2016,222,Arturo Vidal,Bayern Munich,M S,30,2045,4,5,4,31.30197419094291,37.39605161811418,31.30197419094291,52,48,48,3,0
bundesliga,2015-2016,226,Kingsley Coman,Bayern Munich,F M S,23,1688,4,6,4,30.01160732900085,39.9767853419983,30.01160732900085,36,32,35,0,0
bundesliga,2015-2016,272,Caiuby,Augsburg,F M S,26,2215,4,5,4,31.995782646203708,36.00843470759259,31.995782646203708,68,64,38,11,0
bundesliga,2015-2016,273,Raúl Bobadilla,Augsburg,F M S,27,1818,4,2,4,40.3208846704665,19.35823065906701,40.3208846704665,61,57,29,2,1
bundesliga,2015-2016,301,Zlatko Junuzovic,Werder Bremen,F M S,30,2360,4,10,4,24.99059079311668,50.01881841376663,24.99059079311668,59,55,84,6,0
bundesliga,2015-2016,382,Luc Castaignos,Eintracht Frankfurt,F S,19,940,4,1,4,42.752611321783135,14.494777356433735,42.752611321783135,17,13,9,1,0
bundesliga,2015-2016,392,Arjen Robben,Bayern Munich,F M S,15,1103,4,1,3,41.30159781450966,22.962570657710682,35.73583152777966,52,48,27,1,0
bundesliga,2015-2016,393,Douglas Costa,Bayern Munich,F M S,27,1969,4,9,4,24.625265715636626,50.74946856872674,24.625265715636626,64,60,49,1,0
bundesliga,2015-2016,8,Jérôme Gondorf,Darmstadt,M,33,2923,3,4,3,28.893922835592083,42.21215432881583,28.893922835592083,23,20,19,9,0
bundesliga,2015-2016,58,Georg Niedermeier,VfB Stuttgart,D S,18,1434,3,1,3,34.12383176118901,31.752336477621977,34.12383176118901,11,8,7,5,0
bundesliga,2015-2016,98,Kenan Karaman,Hannover 96,M S,23,1744,3,2,3,37.46023052935526,25.079538941289485,37.46023052935526,44,41,20,1,0
bundesliga,2015-2016,134,Marcel Risse,FC Cologne,D F M,33,2963,3,5,3,16.47578816766351,67.04842366467298,16.47578816766351,47,44,65,5,0
bundesliga,2015-2016,153,Maximilian Arnold,Wolfsburg,F M S,31,2038,3,2,3,26.671548607035522,46.65690278592895,26.671548607035522,29,26,47,4,0
bundesliga,2015-2016,169,Lewis Holtby,Hamburger SV,M,34,2916,3,2,3,29.098322696348117,41.80335460730377,29.098322696348117,32,29,44,4,0
bundesliga,2015-2016,189,Hakan Calhanoglu,Bayer Leverkusen,F M S,31,2267,3,5,2,32.556140063966055,43.42548156859211,24.018378367441837,87,84,81,1,0
bundesliga,2015-2016,200,Andreas Christensen,Borussia M.Gladbach,D M,31,2790,3,1,3,44.96470565685514,10.070588686289724,44.96470565685514,15,12,3,1,0
bundesliga,2015-2016,204,Granit Xhaka,Borussia M.Gladbach,M,28,2368,3,1,2,37.82352143142734,36.03067986142298,26.14579870714968,33,30,22,5,3
bundesliga,2015-2016,206,Oscar Wendt,Borussia M.Gladbach,D M,30,2637,3,2,3,26.125964178986155,47.74807164202769,26.125964178986155,20,17,28,5,0
bundesliga,2015-2016,207,Ibrahima Traoré,Borussia M.Gladbach,M S,24,1473,3,1,3,28.22126143035725,43.5574771392855,28.22126143035725,41,38,36,1,0
bundesliga,2015-2016,241,Mathew Leckie,Ingolstadt,F S,32,2476,3,0,3,38.5689707908885,30.91634403790202,30.51468517120947,39,36,33,9,0
bundesliga,2015-2016,262,Leonardo Bittencourt,FC Cologne,M S,29,2223,3,4,3,30.73440516952532,38.53118966094936,30.73440516952532,37,34,38,2,1
bundesliga,2015-2016,270,Alexander Esswein,Augsburg,M S,29,1814,3,1,3,24.901520830459553,50.196958339080886,24.901520830459553,47,44,31,1,0
bundesliga,2015-2016,288,Stefan Aigner,Eintracht Frankfurt,F M S,31,2403,3,3,3,40.702790202902044,18.59441959419591,40.702790202902044,42,39,25,7,0
bundesliga,2015-2016,291,Haris Seferovic,Eintracht Frankfurt,F M S,29,2210,3,5,2,40.251264313085066,24.746298325676968,35.002437361237966,58,55,26,10,0
bundesliga,2015-2016,293,Marco Russ,Eintracht Frankfurt,D M S,28,2356,3,2,3,39.87169816901181,20.256603661976396,39.87169816901181,23,20,6,9,0
bundesliga,2015-2016,315,Matthias Ginter,Borussia Dortmund,D M S,24,1893,3,4,3,26.666607413375274,46.666785173249444,26.666607413375274,17,14,21,0,0
bundesliga,2015-2016,316,Gonzalo Castro,Borussia Dortmund,F M S,25,1480,3,7,3,23.327312086988698,53.34537582602261,23.327312086988698,19,16,28,1,0
bundesliga,2015-2016,332,Joel Matip,Schalke 04,D,34,3060,3,3,3,39.474523085176685,21.05095382964663,39.474523085176685,31,28,12,3,0
bundesliga,2015-2016,420,Patrick Herrmann,Borussia M.Gladbach,M S,18,625,3,1,3,37.55089714237924,24.89820571524151,37.55089714237924,13,10,12,0,0
bundesliga,2015-2016,422,Mario Götze,Bayern Munich,F M S,14,959,3,4,3,36.65374559741409,26.692508805171837,36.65374559741409,18,15,18,1,0
bundesliga,2015-2016,426,Daniel Ginczek,VfB Stuttgart,F,7,630,3,1,2,48.39137329584553,13.04291165274778,38.56571505140669,18,15,12,1,0
bundesliga,2015-2016,2638,Alessandro Schöpf,Schalke 04,M S,13,465,3,1,3,42.83574135273807,14.32851729452386,42.83574135273807,14,11,8,1,0
bundesliga,2015-2016,12,Mario Vrancic,Darmstadt,M S,22,1027,2,1,2,40.31725921585888,19.36548156828224,40.31725921585888,14,12,17,2,0
bundesliga,2015-2016,13,Konstantin Rausch,Darmstadt,M S,31,2140,2,5,2,28.479670620688157,43.040658758623685,28.479670620688157,40,38,35,7,0
bundesliga,2015-2016,23,Marvin Plattenhardt,Hertha Berlin,D,33,2970,2,4,2,12.219936767908859,75.56012646418228,12.219936767908859,13,11,37,5,0
bundesliga,2015-2016,28,Mitchell Weiser,Hertha Berlin,D M S,29,2430,2,4,2,26.13165877707702,47.73668244584596,26.13165877707702,15,13,20,7,0
bundesliga,2015-2016,35,Genki Haraguchi,Hertha Berlin,F M S,32,2521,2,3,2,26.80230933143929,46.39538133712142,26.80230933143929,32,30,28,4,0
bundesliga,2015-2016,42,Julian Baumgartlinger,Mainz 05,M S,31,2716,2,1,2,28.059511978818225,43.88097604236355,28.059511978818225,12,10,21,7,0
bundesliga,2015-2016,85,Eduardo Vargas,Hoffenheim,F M S,24,1503,2,3,2,31.761274503193327,36.477450993613346,31.761274503193327,31,29,29,1,0
bundesliga,2015-2016,90,Sebastian Rudy,Hoffenheim,D M S,24,1801,2,1,2,25.175636384187307,49.64872723162539,25.175636384187307,14,12,21,8,1
bundesliga,2015-2016,94,Christian Schulz,Hannover 96,D S,25,2124,2,0,2,48.853451770806394,2.293096458387208,48.853451770806394,8,6,5,6,0
bundesliga,2015-2016,96,Salif Sané,Hannover 96,D M S,31,2753,2,0,2,47.33535313070624,5.3292937385875225,47.33535313070624,37,35,8,8,0
bundesliga,2015-2016,99,Leon Andreasen,Hannover 96,M S,15,1089,2,1,2,46.05782923739685,7.8843415252063,46.05782923739685,19,17,12,4,0
bundesliga,2015-2016,111,Jannik Vestergaard,Werder Bremen,D M,33,2970,2,0,2,47.497451156057174,5.005097687885651,47.497451156057174,35,33,5,2,0
bundesliga,2015-2016,129,Dominique Heintz,FC Cologne,D S,33,2873,2,0,2,46.00314328817563,7.993713423648739,46.00314328817563,12,10,4,3,0
bundesliga,2015-2016,130,Dominic Maroh,FC Cologne,D S,25,2122,2,1,2,47.69026943007534,4.6194611398493235,47.69026943007534,19,17,3,7,0
bundesliga,2015-2016,140,Yannick Gerhardt,FC Cologne,F M S,29,1885,2,4,2,27.996726044373098,44.006547911253804,27.996726044373098,25,23,24,3,0
bundesliga,2015-2016,144,Milos Jojic,FC Cologne,M S,15,470,2,0,2,33.030975008658054,33.93804998268389,33.030975008658054,17,15,15,2,0
bundesliga,2015-2016,150,Josuha Guilavogui,Wolfsburg,M S,30,2332,2,0,2,42.75099066713317,14.498018665733644,42.75099066713317,23,21,20,3,0
bundesliga,2015-2016,157,Daniel Caligiuri,Wolfsburg,F M S,29,1824,2,5,2,28.902059396879338,42.195881206241324,28.902059396879338,41,39,33,4,0
bundesliga,2015-2016,160,Nicklas Bendtner,Wolfsburg,F S,13,412,2,0,2,45.158709865786065,9.682580268427891,45.158709865786065,9,7,2,2,0
bundesliga,2015-2016,194,Admir Mehmedi,Bayer Leverkusen,F M S,28,1322,2,5,2,29.98390460860182,40.03219078279636,29.98390460860182,28,26,33,2,0
bundesliga,2015-2016,229,Thiago Alcántara,Bayern Munich,M S,27,1637,2,3,2,31.004632261902497,37.990735476195,31.004632261902497,30,28,37,2,0
bundesliga,2015-2016,236,Marvin Matip,Ingolstadt,D S,33,2923,2,1,2,43.542715061347806,12.914569877304377,43.542715061347806,25,23,9,5,0
bundesliga,2015-2016,243,Stefan Lex,Ingolstadt,F S,21,874,2,0,2,41.58984198473228,16.820316030535444,41.58984198473228,23,21,14,2,0
bundesliga,2015-2016,254,Steven Zuber,Hoffenheim,M S,12,574,2,0,2,43.4943500058147,13.011299988370592,43.4943500058147,17,15,6,1,0
bundesliga,2015-2016,289,Marc Stendera,Eintracht Frankfurt,M S,26,2053,2,1,2,34.71273859880006,30.574522802399883,34.71273859880006,39,37,27,9,0
bundesliga,2015-2016,299,Peter Niemeyer,Darmstadt,M,31,2584,2,0,2,46.73336958327239,6.533260833455225,46.73336958327239,29,27,7,13,0
bundesliga,2015-2016,302,Johan Djourou,Hamburger SV,D,26,2292,2,0,2,47.49925680429736,5.0014863914052725,47.49925680429736,8,6,2,6,1
bundesliga,2015-2016,308,Ricardo Rodríguez,Wolfsburg,D S,24,2068,2,3,0,34.75259885641713,55.800144235470185,9.44725690811269,26,24,36,3,0
bundesliga,2015-2016,329,Franck Ribéry,Bayern Munich,F M S,13,681,2,3,2,27.58819467558919,44.82361064882163,27.58819467558919,13,11,27,1,0
bundesliga,2015-2016,336,Johannes Geis,Schalke 04,M S,28,2340,2,5,1,25.90157579886842,56.02425649290817,18.07416770822341,44,42,60,4,1
bundesliga,2015-2016,341,Franco Di Santo,Schalke 04,F M S,25,1293,2,1,2,41.69539449826821,16.609211003463585,41.69539449826821,23,21,16,3,0
bundesliga,2015-2016,373,Mats Hummels,Borussia Dortmund,D S,30,2496,2,2,2,41.359665220637545,17.2806695587249,41.359665220637545,11,9,7,1,0
bundesliga,2015-2016,406,Hong Jeong-ho,Augsburg,D S,23,1717,2,0,2,46.44577773143505,7.108444537129897,46.44577773143505,15,13,3,4,0
bundesliga,2015-2016,407,Martin Harnik,VfB Stuttgart,F M S,19,995,2,0,2,44.66461760026877,10.670764799462464,44.66461760026877,32,30,10,2,0
bundesliga,2015-2016,418,Niklas Stark,Hertha Berlin,D M S,21,1406,2,0,2,49.673178112737354,0.6536437745252927,49.673178112737354,14,12,1,2,1
bundesliga,2015-2016,430,Aron Jóhannsson,Werder Bremen,F S,6,414,2,0,1,55.51691081512396,6.5628008481411815,37.920288336734856,14,12,8,0,0
bundesliga,2015-2016,454,Charles Aránguiz,Bayer Leverkusen,M S,7,468,2,1,2,46.520390076819204,6.959219846361599,46.520390076819204,12,10,5,1,0
bundesliga,2015-2016,1071,Papy Djilobodji,Werder Bremen,D,14,1260,2,1,2,42.345550453402836,15.308899093194334,42.345550453402836,22,20,9,6,0
bundesliga,2015-2016,2636,Darío Lezcano,Ingolstadt,F S,17,1253,2,1,2,40.50106133700403,18.997877325991944,40.50106133700403,29,27,18,4,0
bundesliga,2015-2016,2637,Younès Belhanda,Schalke 04,F M S,15,809,2,1,2,22.949336680648493,54.101326638703014,22.949336680648493,13,11,19,2,0
bundesliga,2015-2016,2662,Christian Pulisic,Borussia Dortmund,F M S,9,390,2,0,2,32.98360115128459,34.03279769743084,32.98360115128459,8,6,7,1,0
bundesliga,2015-2016,2666,Artjoms Rudnevs,Hamburger SV,F S,11,602,2,1,2,43.12564827810349,13.748703443793007,43.12564827810349,15,13,4,1,0
bundesliga,2015-2016,14,Marco Sailer,Darmstadt,M S,14,426,1,1,1,43.442659242833386,13.11468151433322,43.442659242833386,6,5,4,1,0
bundesliga,2015-2016,18,Slobodan Rajkovic,Darmstadt,D S,15,1007,1,1,1,37.679412122246696,24.641175755506605,37.679412122246696,5,4,2,4,0
bundesliga,2015-2016,22,John Brooks,Hertha Berlin,D S,23,1805,1,1,1,37.02888245179182,25.942235096416354,37.02888245179182,9,8,2,3,0
bundesliga,2015-2016,25,Fabian Lustenberger,Hertha Berlin,D M,30,2564,1,0,1,37.416008293383136,25.16798341323373,37.416008293383136,10,9,9,5,0
bundesliga,2015-2016,32,Valentin Stocker,Hertha Berlin,M S,22,837,1,0,1,29.87077890522813,40.25844218954373,29.87077890522813,15,14,11,2,0
bundesliga,2015-2016,34,Alexander Baumjohann,Hertha Berlin,M S,24,421,1,2,0,39.50130550267762,41.51060617323496,18.988088324087418,8,7,14,0,0
bundesliga,2015-2016,38,Daniel Brosinski,Mainz 05,D M S,30,2237,1,3,1,17.90945586072201,64.18108827855598,17.90945586072201,14,13,24,3,0
bundesliga,2015-2016,40,Stefan Bell,Mainz 05,D S,30,2635,1,2,1,40.87041757711487,18.25916484577027,40.87041757711487,23,22,6,3,0
bundesliga,2015-2016,57,Toni Sunjic,VfB Stuttgart,D S,19,1358,1,0,1,47.76412530009788,4.471749399804232,47.76412530009788,7,6,2,5,1
bundesliga,2015-2016,61,Geoffroy Serey Dié,VfB Stuttgart,M,23,1834,1,2,1,14.787159700648884,70.42568059870223,14.787159700648884,15,14,16,8,1
bundesliga,2015-2016,63,Alexandru Maxim,VfB Stuttgart,M S,25,1038,1,5,1,32.50356348558508,34.99287302882983,32.50356348558508,30,29,36,1,0
bundesliga,2015-2016,76,Fabian Schär,Hoffenheim,D M S,24,1726,1,0,1,39.664300391172226,20.671399217655555,39.664300391172226,18,17,7,3,0
bundesliga,2015-2016,86,Eugen Polanski,Hoffenheim,M S,27,1758,1,3,1,35.071592509301944,48.601257979711626,16.327149510986423,23,22,15,8,0
bundesliga,2015-2016,92,Hiroki Sakai,Hannover 96,D S,26,2293,1,0,1,24.32662625780701,51.34674748438598,24.32662625780701,11,10,12,1,0
bundesliga,2015-2016,93,Marcelo,Hannover 96,D,19,1710,1,0,1,40.392254260831045,19.215491478337913,40.392254260831045,7,6,3,4,0
bundesliga,2015-2016,101,Allan Saint-Maximin,Hannover 96,F S,16,421,1,0,1,29.996635984665907,40.006728030668185,29.996635984665907,7,6,5,1,0
bundesliga,2015-2016,103,Charlison Benschop,Hannover 96,F M S,9,338,1,0,1,49.699608405740946,0.6007831885180982,49.699608405740946,7,6,1,0,0
bundesliga,2015-2016,106,Waldemar Anton,Hannover 96,D M S,8,583,1,0,1,34.87221302746207,30.255573945075863,34.87221302746207,6,5,2,2,0
bundesliga,2015-2016,108,Manuel Schmiedebach,Hannover 96,M,22,1813,1,1,1,30.842496346546294,38.31500730690741,30.842496346546294,11,10,21,4,0
bundesliga,2015-2016,110,Theodor Gebre Selassie,Werder Bremen,D M,33,2961,1,2,1,26.19089906188211,47.61820187623578,26.19089906188211,18,17,25,5,0
bundesliga,2015-2016,112,Alejandro Gálvez,Werder Bremen,D M S,21,1273,1,0,1,39.1240541077795,21.751891784440993,39.1240541077795,5,4,3,3,0
bundesliga,2015-2016,116,Florian Grillitsch,Werder Bremen,M S,25,1993,1,2,1,35.3656979898339,29.268604020332216,35.3656979898339,29,28,25,3,0
bundesliga,2015-2016,117,Clemens Fritz,Werder Bremen,M,29,2536,1,2,1,20.83845738826026,58.32308522347949,20.83845738826026,25,24,15,13,0
bundesliga,2015-2016,118,Levin Öztunali,Werder Bremen,F M S,25,1410,1,3,1,29.658786189810716,40.68242762037857,29.658786189810716,24,23,18,2,0
bundesliga,2015-2016,135,Yuya Osako,FC Cologne,F M S,25,1340,1,0,1,41.137115117889756,17.725769764220487,41.137115117889756,33,32,21,2,0
bundesliga,2015-2016,136,Dusan Svento,FC Cologne,M S,7,220,1,0,1,47.695048236163544,4.609903527672909,47.695048236163544,3,2,1,0,0
bundesliga,2015-2016,141,Philipp Hosiner,FC Cologne,F S,15,554,1,0,1,47.429834596288536,5.140330807422931,47.429834596288536,13,12,5,2,0
bundesliga,2015-2016,149,Marcel Schäfer,Wolfsburg,D M S,21,1299,1,2,1,17.174348948276723,65.65130210344655,17.174348948276723,12,11,34,1,0
bundesliga,2015-2016,151,Vieirinha,Wolfsburg,D M S,26,1908,1,5,1,26.579095614503558,46.84180877099289,26.579095614503558,28,27,35,3,0
bundesliga,2015-2016,161,Robin Knoche,Wolfsburg,D S,11,817,1,0,1,48.12100268066436,3.757994638671279,48.12100268066436,2,1,3,1,0
bundesliga,2015-2016,162,Timm Klose,Wolfsburg,D S,8,633,1,0,1,48.23999297413633,3.520014051727341,48.23999297413633,4,3,1,1,0
bundesliga,2015-2016,166,Cléber,Hamburger SV,D S,23,1464,1,0,1,49.71786562503072,0.5642687499385634,49.71786562503072,15,14,1,2,0
bundesliga,2015-2016,184,Ömer Toprak,Bayer Leverkusen,D M S,19,1417,1,0,1,46.607094734815554,6.785810530368881,46.607094734815554,11,10,5,2,0
bundesliga,2015-2016,198,Vladlen Yurchenko,Bayer Leverkusen,M S,7,291,1,0,1,26.041352098934638,47.917295802130724,26.041352098934638,5,4,4,2,0
bundesliga,2015-2016,203,Julian Korb,Borussia M.Gladbach,D M S,17,1267,1,1,1,31.045720468561715,37.90855906287657,31.045720468561715,6,5,7,4,0
bundesliga,2015-2016,218,Philipp Lahm,Bayern Munich,D M S,26,2201,1,1,1,18.90946511260993,62.18106977478014,18.90946511260993,10,9,49,3,0
